,train_times,R2s,avg_losses
0,0.3568987010003184,"tensor(0.0538, device='cuda:0')",3466.8765563964844
1,0.3811809649996576,"tensor(0.1783, device='cuda:0')",2743.7447925914416
2,0.37040748599974904,"tensor(0.2989, device='cuda:0')",2193.2014548561788
3,0.38694251400011126,"tensor(0.3612, device='cuda:0')",1948.1927610455136
4,0.3699553280002874,"tensor(0.3907, device='cuda:0')",1831.118417450876
5,0.37600267400011944,"tensor(0.4075, device='cuda:0')",1754.8259272719874
6,0.36136721999901056,"tensor(0.4183, device='cuda:0')",1699.542608087713
7,0.36815147800007253,"tensor(0.4255, device='cuda:0')",1658.3913056344697
8,0.360204729000543,"tensor(0.4308, device='cuda:0')",1627.496790568034
9,0.3680363560015394,"tensor(0.4345, device='cuda:0')",1604.2772212173
10,0.3684014099999331,"tensor(0.4371, device='cuda:0')",1586.66669995857
11,0.3843170870004542,"tensor(0.4388, device='cuda:0')",1573.2987795743074
12,0.3670268389996636,"tensor(0.4400, device='cuda:0')",1563.2136776086056
13,0.3762233759989613,"tensor(0.4407, device='cuda:0')",1555.6206859241831
14,0.3358807690001413,"tensor(0.4409, device='cuda:0')",1549.8883352568655
15,0.36910303799959365,"tensor(0.4408, device='cuda:0')",1545.5625258937027
16,0.3474152809994848,"tensor(0.4405, device='cuda:0')",1542.2858965324633
17,0.37774066099882475,"tensor(0.4401, device='cuda:0')",1539.811758330374
18,0.36907939099910436,"tensor(0.4396, device='cuda:0')",1537.9594028357303
19,0.3854561240004841,"tensor(0.4389, device='cuda:0')",1536.629948009144
20,0.366537101999711,"tensor(0.4383, device='cuda:0')",1535.6293815843987
21,0.37624182399849815,"tensor(0.4378, device='cuda:0')",1534.9575620709043
22,0.36665549999997893,"tensor(0.4373, device='cuda:0')",1534.5661519368489
23,0.37329607600076997,"tensor(0.4368, device='cuda:0')",1534.39326245857
24,0.36034656000083487,"tensor(0.4362, device='cuda:0')",1534.3929424863873
25,0.3765051089994813,"tensor(0.4357, device='cuda:0')",1534.456998420484
26,0.3545521669984737,"tensor(0.4350, device='cuda:0')",1534.6650307395241
27,0.36299222399975406,"tensor(0.4346, device='cuda:0')",1534.946446274266
28,0.36453313200036064,"tensor(0.4342, device='cuda:0')",1535.2650229714134
29,0.3763824020006723,"tensor(0.4337, device='cuda:0')",1535.577994144324
30,0.3462386110004445,"tensor(0.4333, device='cuda:0')",1535.9868533972538
31,0.35822928800007503,"tensor(0.4329, device='cuda:0')",1536.4057543205492
32,0.36443575200064515,"tensor(0.4326, device='cuda:0')",1536.8360359885476
33,0.38381779799965443,"tensor(0.4323, device='cuda:0')",1537.2845884380918
34,0.38077118699948187,"tensor(0.4320, device='cuda:0')",1537.7512072938862
35,0.381367963998855,"tensor(0.4317, device='cuda:0')",1538.211337002841
36,0.36488428200027556,"tensor(0.4314, device='cuda:0')",1538.6698155258641
37,0.3861000550004974,"tensor(0.4311, device='cuda:0')",1539.1120087594697
38,0.3682689400011441,"tensor(0.4309, device='cuda:0')",1539.5477942264442
39,0.3867138830009935,"tensor(0.4307, device='cuda:0')",1539.9476697517164
40,0.36415496799963876,"tensor(0.4305, device='cuda:0')",1540.342403527462
41,0.38564808099908987,"tensor(0.4303, device='cuda:0')",1540.7279186826763
42,0.3622649810004077,"tensor(0.4302, device='cuda:0')",1541.067230686997
43,0.3680535309995321,"tensor(0.4302, device='cuda:0')",1541.4495340983074
44,0.37113143100032175,"tensor(0.4300, device='cuda:0')",1541.7768471457741
45,0.374563062998277,"tensor(0.4300, device='cuda:0')",1542.1221304228811
46,0.35740843399980804,"tensor(0.4299, device='cuda:0')",1542.445228807854
47,0.3477488190001168,"tensor(0.4299, device='cuda:0')",1542.7869951652758
48,0.36821181300001626,"tensor(0.4299, device='cuda:0')",1543.0667252974076
49,0.38796756400006416,"tensor(0.4298, device='cuda:0')",1543.3546799168441
50,0.36506343300061417,"tensor(0.4298, device='cuda:0')",1543.5956208200166
51,0.37285069400059,"tensor(0.4298, device='cuda:0')",1543.8696691339667
52,0.3618940880005539,"tensor(0.4297, device='cuda:0')",1544.1484134558475
53,0.3829916799986677,"tensor(0.4297, device='cuda:0')",1544.3980916341145
54,0.37058316900038335,"tensor(0.4297, device='cuda:0')",1544.673741196141
55,0.37202307900042797,"tensor(0.4296, device='cuda:0')",1544.9518848765981
56,0.37024722500063945,"tensor(0.4296, device='cuda:0')",1545.1675003514144
57,0.38892288700117206,"tensor(0.4295, device='cuda:0')",1545.4045326926491
58,0.36075452899967786,"tensor(0.4295, device='cuda:0')",1545.6526794433594
59,0.3785850329986715,"tensor(0.4294, device='cuda:0')",1545.9081291429925
60,0.3719905629986897,"tensor(0.4294, device='cuda:0')",1546.0660571474018
61,0.3850184669990995,"tensor(0.4295, device='cuda:0')",1546.3076745235558
62,0.3602162160004809,"tensor(0.4295, device='cuda:0')",1546.4690949411104
63,0.39072249200035003,"tensor(0.4295, device='cuda:0')",1546.6244571570194
64,0.3727553459993942,"tensor(0.4295, device='cuda:0')",1546.8166281960227
65,0.36756634900120844,"tensor(0.4296, device='cuda:0')",1546.976547241211
66,0.37191326299944194,"tensor(0.4296, device='cuda:0')",1547.1161323316169
67,0.3660279619998619,"tensor(0.4296, device='cuda:0')",1547.3023774118135
68,0.3651383779997559,"tensor(0.4296, device='cuda:0')",1547.4284598610618
69,0.3707883449988003,"tensor(0.4296, device='cuda:0')",1547.5919170957623
70,0.36250535100043635,"tensor(0.4297, device='cuda:0')",1547.6858404910927
71,0.37744407600075647,"tensor(0.4297, device='cuda:0')",1547.791132146662
72,0.3661767190005776,"tensor(0.4297, device='cuda:0')",1547.9469045003254
73,0.3503761529991607,"tensor(0.4298, device='cuda:0')",1548.0214076186671
74,0.36582446900138166,"tensor(0.4299, device='cuda:0')",1548.146005341501
75,0.37375438699928054,"tensor(0.4298, device='cuda:0')",1548.271654996005
76,0.3696544590002304,"tensor(0.4299, device='cuda:0')",1548.3705037434895
77,0.37398237800152856,"tensor(0.4299, device='cuda:0')",1548.4959744540129
78,0.37065341000015906,"tensor(0.4300, device='cuda:0')",1548.6009748054273
79,0.3911954560007871,"tensor(0.4299, device='cuda:0')",1548.7099146987453
80,0.37128123799993773,"tensor(0.4300, device='cuda:0')",1548.8242048783736
81,0.3930898670005263,"tensor(0.4300, device='cuda:0')",1548.914813417377
82,0.36053535499922873,"tensor(0.4300, device='cuda:0')",1549.000875299627
83,0.37739267200049653,"tensor(0.4301, device='cuda:0')",1549.0603281656902
84,0.3684042849999969,"tensor(0.4300, device='cuda:0')",1549.1471927527225
85,0.3800563830009196,"tensor(0.4301, device='cuda:0')",1549.2386627197266
86,0.36725713799933146,"tensor(0.4300, device='cuda:0')",1549.31015661991
87,0.38669798800037825,"tensor(0.4301, device='cuda:0')",1549.3576983827534
88,0.35157169600097404,"tensor(0.4301, device='cuda:0')",1549.4439239501953
89,0.3707410919996619,"tensor(0.4302, device='cuda:0')",1549.5042428681345
90,0.36792556700129353,"tensor(0.4301, device='cuda:0')",1549.5794039639559
91,0.36624223399849143,"tensor(0.4302, device='cuda:0')",1549.6174099084103
92,0.372174124000594,"tensor(0.4303, device='cuda:0')",1549.6577666311553
93,0.3860132469999371,"tensor(0.4302, device='cuda:0')",1549.693300189394
94,0.3713619890004338,"tensor(0.4303, device='cuda:0')",1549.7271386348839
95,0.3867036960000405,"tensor(0.4303, device='cuda:0')",1549.7793921268349
96,0.35959735800133785,"tensor(0.4303, device='cuda:0')",1549.7961305560489
97,0.384065546999409,"tensor(0.4304, device='cuda:0')",1549.825409860322
98,0.35679287899984047,"tensor(0.4303, device='cuda:0')",1549.8127802068536
99,0.38143478100028005,"tensor(0.4304, device='cuda:0')",1549.8787106600676
100,0.3510765060000267,"tensor(0.4304, device='cuda:0')",1549.8588414047704
101,0.35969929299972137,"tensor(0.4305, device='cuda:0')",1549.864853367661
102,0.35727616999975,"tensor(0.4305, device='cuda:0')",1549.8594388094816
103,0.36548541500087595,"tensor(0.4304, device='cuda:0')",1549.8999864982836
104,0.3706529419996514,"tensor(0.4305, device='cuda:0')",1549.8679102117364
105,0.3755997689986543,"tensor(0.4306, device='cuda:0')",1549.8542226155598
106,0.36355527399973653,"tensor(0.4306, device='cuda:0')",1549.8781539454606
107,0.3858394649996626,"tensor(0.4306, device='cuda:0')",1549.8332015528824
108,0.3671007709999685,"tensor(0.4306, device='cuda:0')",1549.848906545928
109,0.3821394810001948,"tensor(0.4306, device='cuda:0')",1549.8401244192412
110,0.3420863350002037,"tensor(0.4306, device='cuda:0')",1549.8396421490293
111,0.3525925389985787,"tensor(0.4307, device='cuda:0')",1549.8214231548886
112,0.34716880900123215,"tensor(0.4307, device='cuda:0')",1549.813212076823
113,0.3551470300008077,"tensor(0.4307, device='cuda:0')",1549.8055244214606
114,0.3607312060012191,"tensor(0.4306, device='cuda:0')",1549.7915751139324
115,0.37376606999896467,"tensor(0.4308, device='cuda:0')",1549.7633764093573
116,0.3597146639986022,"tensor(0.4307, device='cuda:0')",1549.7534452496152
117,0.37277289899975585,"tensor(0.4307, device='cuda:0')",1549.7370198567708
118,0.363737501000287,"tensor(0.4307, device='cuda:0')",1549.7165407122989
119,0.3548403580007289,"tensor(0.4308, device='cuda:0')",1549.6644522927024
120,0.3675952529993083,"tensor(0.4308, device='cuda:0')",1549.667905402906
121,0.380943711999862,"tensor(0.4308, device='cuda:0')",1549.6410975600734
122,0.3722942900003545,"tensor(0.4308, device='cuda:0')",1549.641864198627
123,0.3834907239997847,"tensor(0.4308, device='cuda:0')",1549.6137334650214
124,0.36635491000015463,"tensor(0.4308, device='cuda:0')",1549.6254420424953
125,0.37578240999937407,"tensor(0.4309, device='cuda:0')",1549.5493330522017
126,0.36728661899906,"tensor(0.4309, device='cuda:0')",1549.5157438335996
127,0.3889781230009248,"tensor(0.4310, device='cuda:0')",1549.5157447583747
128,0.36968040200008545,"tensor(0.4311, device='cuda:0')",1549.4851938883464
129,0.3672158629997284,"tensor(0.4311, device='cuda:0')",1549.4284173214073
130,0.34259722600108944,"tensor(0.4312, device='cuda:0')",1549.4244606711648
131,0.3462778569992224,"tensor(0.4311, device='cuda:0')",1549.4253688003078
132,0.35010860199872695,"tensor(0.4312, device='cuda:0')",1549.4200457948627
133,0.3640356760006398,"tensor(0.4311, device='cuda:0')",1549.374881628788
134,0.36790631799885887,"tensor(0.4312, device='cuda:0')",1549.3756760105941
135,0.3669567739998456,"tensor(0.4312, device='cuda:0')",1549.3763927112925
136,0.3628512679988489,"tensor(0.4313, device='cuda:0')",1549.326625477184
137,0.3763159430000087,"tensor(0.4313, device='cuda:0')",1549.3170036547112
138,0.34499737399892183,"tensor(0.4313, device='cuda:0')",1549.3048197428386
139,0.37075027500031865,"tensor(0.4313, device='cuda:0')",1549.2788520581794
140,0.3517411969987734,"tensor(0.4313, device='cuda:0')",1549.2533361261542
141,0.35692108500006725,"tensor(0.4313, device='cuda:0')",1549.2391385165129
142,0.3454428919994825,"tensor(0.4312, device='cuda:0')",1549.2278206565163
143,0.3648299380001845,"tensor(0.4314, device='cuda:0')",1549.2097380667021
144,0.3645614609995391,"tensor(0.4314, device='cuda:0')",1549.224540941643
145,0.3842744049998146,"tensor(0.4314, device='cuda:0')",1549.19059938373
146,0.3752928989997599,"tensor(0.4314, device='cuda:0')",1549.1858437278054
147,0.3886237010010518,"tensor(0.4314, device='cuda:0')",1549.1581989635122
148,0.3748580920000677,"tensor(0.4314, device='cuda:0')",1549.1781107584636
149,0.38479443500000343,"tensor(0.4314, device='cuda:0')",1549.1348072398794
150,0.3617568619993108,"tensor(0.4315, device='cuda:0')",1549.1149985573509
151,0.39030107100006717,"tensor(0.4315, device='cuda:0')",1549.1053337328362
152,0.3534102329995221,"tensor(0.4316, device='cuda:0')",1549.1227944113991
153,0.37519570800031943,"tensor(0.4315, device='cuda:0')",1549.0784616181345
154,0.3449171189986373,"tensor(0.4316, device='cuda:0')",1549.074795809659
155,0.35634629400010454,"tensor(0.4316, device='cuda:0')",1549.067880341501
156,0.3678596359986841,"tensor(0.4316, device='cuda:0')",1549.0462817567768
157,0.36618125699897064,"tensor(0.4317, device='cuda:0')",1549.0571917909565
158,0.3420748830012599,"tensor(0.4316, device='cuda:0')",1549.0582053444602
159,0.35734532900096383,"tensor(0.4316, device='cuda:0')",1549.0057779947917
160,0.34465228599947295,"tensor(0.4317, device='cuda:0')",1548.9845488577178
161,0.365209114001118,"tensor(0.4317, device='cuda:0')",1548.9960216175425
162,0.35487026199916727,"tensor(0.4317, device='cuda:0')",1548.9712968306108
163,0.35363964099997247,"tensor(0.4317, device='cuda:0')",1548.9496746641216
164,0.35042498000075284,"tensor(0.4317, device='cuda:0')",1548.9539420387962
165,0.3418934719993558,"tensor(0.4317, device='cuda:0')",1548.940840287642
166,0.36312503299996024,"tensor(0.4318, device='cuda:0')",1548.9501056093159
