,train_times,R2s,avg_losses
167,0.3636758329994336,"tensor(0.4318, device='cuda:0')",1548.8834875858192
168,0.37033097200037446,"tensor(0.4318, device='cuda:0')",1548.9376530502782
169,0.3874575440004264,"tensor(0.4318, device='cuda:0')",1548.925907019413
170,0.374831813000128,"tensor(0.4318, device='cuda:0')",1548.911734378699
171,0.35075000600045314,"tensor(0.4319, device='cuda:0')",1548.9019766142874
172,0.34534765500029607,"tensor(0.4319, device='cuda:0')",1548.8768541740649
173,0.377863335001166,"tensor(0.4318, device='cuda:0')",1548.8937567508583
174,0.35683523999978206,"tensor(0.4319, device='cuda:0')",1548.8791180234966
175,0.38035262000084913,"tensor(0.4319, device='cuda:0')",1548.8497332948627
176,0.36992608699983975,"tensor(0.4319, device='cuda:0')",1548.8557318485146
177,0.38380208399939875,"tensor(0.4319, device='cuda:0')",1548.7931375214548
178,0.3711699679988669,"tensor(0.4319, device='cuda:0')",1548.8345346161814
179,0.3808900280000671,"tensor(0.4319, device='cuda:0')",1548.8352503921046
180,0.3731202470007702,"tensor(0.4319, device='cuda:0')",1548.8196864272609
181,0.3877932880004664,"tensor(0.4320, device='cuda:0')",1548.783700654001
182,0.3672524930007057,"tensor(0.4319, device='cuda:0')",1548.8012538100734
183,0.3867826219993731,"tensor(0.4320, device='cuda:0')",1548.7998324307528
184,0.368494271999225,"tensor(0.4320, device='cuda:0')",1548.8001708984375
185,0.3877222150003945,"tensor(0.4320, device='cuda:0')",1548.799405184659
186,0.3749152430009417,"tensor(0.4320, device='cuda:0')",1548.7786486076586
187,0.3910594810004113,"tensor(0.4320, device='cuda:0')",1548.78535230232
188,0.37166928599981475,"tensor(0.4321, device='cuda:0')",1548.7838791355941
189,0.37471888800064335,"tensor(0.4321, device='cuda:0')",1548.7772734670928
190,0.36076021699955163,"tensor(0.4321, device='cuda:0')",1548.7446547999527
191,0.38926238100066257,"tensor(0.4322, device='cuda:0')",1548.759784120502
192,0.35769194400018023,"tensor(0.4321, device='cuda:0')",1548.7495907870207
193,0.3798849419999897,"tensor(0.4321, device='cuda:0')",1548.7509724010122
194,0.35675890400125354,"tensor(0.4321, device='cuda:0')",1548.7588861638849
195,0.34994777499923657,"tensor(0.4321, device='cuda:0')",1548.7210845947266
196,0.36668690600163245,"tensor(0.4321, device='cuda:0')",1548.7361468690815
197,0.3736806249999063,"tensor(0.4322, device='cuda:0')",1548.7373573996804
198,0.36666130000048724,"tensor(0.4321, device='cuda:0')",1548.7157065651634
199,0.36667425300038303,"tensor(0.4321, device='cuda:0')",1548.709370468602
200,0.35381200299889315,,
201,0.36306455100020685,,
202,0.36603902299975744,,
203,0.37334697600090294,,
204,0.3662241530000756,,
205,0.3752974049984914,,
206,0.3658469980000518,,
207,0.3753406189989619,,
208,0.35074244099996577,,
209,0.3811596260002261,,
210,0.374393408999822,,
211,0.36256750500069757,,
212,0.358648538000125,,
213,0.32288293599958706,,
214,0.34029130099952454,,
215,0.3722477589999471,,
216,0.3454163280002831,,
217,0.36821762199906516,,
218,0.360121594998418,,
219,0.37609303099998215,,
220,0.36492821200045,,
221,0.38314396500027215,,
222,0.3664621370007808,,
223,0.374737666999863,,
224,0.3478884889991605,,
225,0.36891478300094604,,
226,0.3668420079993666,,
227,0.383906950999517,,
228,0.3709205729992391,,
229,0.38090249200104154,,
230,0.3430653920004261,,
231,0.34504041600121127,,
232,0.3691036290001648,,
233,0.3839844579997589,,
234,0.37836927799980913,,
235,0.3973901379995368,,
236,0.3708138189995225,,
237,0.37397114700070233,,
238,0.3473864900006447,,
239,0.38022078100038925,,
240,0.37026001300000644,,
241,0.36181319400020584,,
242,0.3757934250006656,,
243,0.35996257200167747,,
244,0.36658112199984316,,
245,0.3774723729984544,,
246,0.34466529000019364,,
247,0.35933876799936115,,
248,0.3518221519989311,,
249,0.36201555600018764,,
250,0.34844678300032683,,
251,0.3613039129995741,,
252,0.373043506000613,,
253,0.3923678309984098,,
254,0.3731779320005444,,
255,0.3869473119993927,,
256,0.3506619290001254,,
257,0.36310450499877334,,
258,0.37324218600042514,,
259,0.3888816719991155,,
260,0.3717228570003499,,
261,0.3767060800000763,,
262,0.36964627300039865,,
263,0.3820882400013943,,
264,0.37758938200022385,,
265,0.3822351399994659,,
266,0.3703491190008208,,
267,0.39524071000050753,,
268,0.36125919400001294,,
269,0.3785568820003391,,
270,0.3633838400000968,,
271,0.3775673079999251,,
272,0.3567385389997071,,
273,0.3578198559989687,,
274,0.3629046490004839,,
275,0.3767970420012716,,
276,0.36271071699957247,,
277,0.3917540590009594,,
278,0.38066968500061193,,
279,0.37388898899916967,,
280,0.36179142899891303,,
281,0.387323157998253,,
282,0.35016882499985513,,
283,0.3745480760007922,,
284,0.3580902279991278,,
285,0.3821558100007678,,
286,0.37221108700032346,,
287,0.3709170689999155,,
288,0.36554595199959294,,
289,0.39566138600093836,,
290,0.37339695199989364,,
291,0.3897591109998757,,
292,0.3721960550010408,,
293,0.39506158900076116,,
294,0.3652847150005982,,
295,0.3864397799989092,,
296,0.36801952099995106,,
297,0.37370561200077645,,
298,0.3567117330003384,,
299,0.3489397419998568,,
300,0.35011742299866455,,
301,0.3798221619999822,,
302,0.36632272899987584,,
303,0.3696507879994897,,
304,0.3347361770011048,,
305,0.3614416569998866,,
306,0.33135100999970746,,
307,0.34238533600000665,,
308,0.36971396500121045,,
309,0.3923972539996612,,
310,0.37222234799992293,,
311,0.38424194700019143,,
312,0.36861579499964137,,
313,0.37852698899951065,,
314,0.3706617110001389,,
315,0.3867564289994334,,
316,0.3688664670007711,,
317,0.38819352599966805,,
318,0.3745700609997584,,
319,0.38305179700000735,,
320,0.35843767400001525,,
321,0.3737767660004465,,
322,0.3695292790016538,,
323,0.3913431689998106,,
324,0.3689405299992359,,
325,0.3924591010018048,,
326,0.3708602750011778,,
327,0.38072542600093584,,
328,0.37316915200062795,,
329,0.38203122899903974,,
330,0.3750288979990728,,
331,0.37608229000034044,,
332,0.3661480920000031,,
333,0.36866256699977384,,
334,0.3729925190000358,,
335,0.3899445850001939,,
336,0.36996911999995064,,
337,0.3774807690006128,,
338,0.36327098999936425,,
339,0.3659470010006771,,
340,0.3474461030000384,,
341,0.3576134730010381,,
342,0.3666272949994891,,
343,0.38463222500104166,,
344,0.3481687250005052,,
345,0.3581792309996672,,
346,0.3457020400001056,,
347,0.36038944000029005,,
348,0.3369946679995337,,
349,0.3537246949999826,,
350,0.3525116050004726,,
351,0.3571924179996131,,
352,0.33643665300041903,,
353,0.35963089500000933,,
354,0.34007623300021805,,
355,0.37733208800091234,,
356,0.36445341000035114,,
357,0.3700220709997666,,
358,0.34255908699924476,,
359,0.3569801630001166,,
360,0.3698872519998986,,
361,0.34490151000136393,,
362,0.35887931099932757,,
363,0.38568453900006716,,
364,0.342023932000302,,
365,0.3601886939995893,,
366,0.3647120540008473,,
367,0.37356924599953345,,
368,0.3268779089994496,,
369,0.3387620329995116,,
370,0.3248126249982306,,
371,0.3627315930007171,,
372,0.34316896999916935,,
373,0.3497554620007577,,
374,0.37246353199952864,,
375,0.3744116559992108,,
376,0.3574957649998396,,
377,0.3532771690006484,,
378,0.34144468200065603,,
379,0.3762214230009704,,
380,0.36543794199860713,,
381,0.37050123600056395,,
382,0.36469023800054856,,
383,0.37110393500006467,,
384,0.3666734690013982,,
385,0.3510041490008007,,
386,0.35514006900120876,,
387,0.3575656450011593,,
388,0.3637965429988981,,
389,0.36190626899951894,,
390,0.3715010109990544,,
391,0.3677821750006842,,
392,0.3554640559996187,,
393,0.35733555700062425,,
394,0.3576217699992412,,
395,0.3776258930010954,,
396,0.3714134669990017,,
397,0.36819558200113534,,
398,0.3471012489990244,,
399,0.350547350000852,,
